web-scraper-order,web-scraper-start-url,link,link-href,Harga,Lokasi,Kecamatan,KamarTidur,KamarMandi,Luas Tanah(m²),Luas Bangunan(m²),Nama Perumahan,Sertifikat_,Daya Listrik (Watt),Jumlah Lantai,Carport,Garasi,Interior,Orientasi Bangunan,AC,Kolam Renang,TV Kabel,Internet,Keamanan 24 jam,Dekat Jalan Raya,Masuk Mobil,Dekat Kawasan Bisnis,Dekat Stasiun,Dekat Rumah Sakit,Bebas Banjir,Taman,Jogging Track,Pusat Kebugaran,Akses Jalan Tol,Pusat Bisnis,Dekat Pusat Perbelanjaan,Dekat Sekolah,Dekat Tempat Ibadah,Kids Playground
1713200010-945,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004173343,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200020-946,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,Jual Rumah 1.5 Lantai Dengan Konsep Mezzanin di Griya Lestari Pamulang,https://www.99.co/id/properti/1004173791,727000000,"Pamulang, Tangerang Selatan",2,2,1,49,60,,4,2200.0,1,1.0,0.0,2,,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713200031-947,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/rumah-dijual-500jt-serpong-1004173997,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200044-948,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,Dijual Rumah Minimalis Baru Siap Huni Bebas Banjir,https://www.99.co/id/properti/1004174128,3500000000,"Bintaro Jaya Sektor 7, Pondok Aren, Tangerang Selatan",3,4,4,150,2000,Bintaro Jaya Sektor 7,0,3500.0,1,2.0,0.0,2,,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200054-949,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,Hunian Murah Deket Kawasan Bisnis,https://www.99.co/id/properti/1004174220,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200063-950,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=475,"Rumah Tinggal di Perumahan Pondok Jurang Mangu Indah, Pondok Aren - Tangerang Selatan",https://www.99.co/id/properti/1004171849,1720000000,"Pondok Aren, Tangerang Selatan",3,4,2,195,150,,0,2200.0,1,1.0,1.0,2,,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0
1713200074-971,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,Hunian Murah Untuk Keluarga Muda,https://www.99.co/id/properti/1004174294,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200084-972,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,Hunian Minimalis Lokasi Strategis,https://www.99.co/id/properti/1004174382,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200089-973,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,Hunian Termurah Deket Pusat Pendidikan,https://www.99.co/id/properti/1004174466,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200099-974,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,hunian 2 lantai full bata merah kawasan alam sutera/tangerang,https://www.99.co/id/properti/1004174551,600000000,"Serpong, Tangerang Selatan",4,3,2,65,45,,0,1300000.0,2,1.0,1.0,2,,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0
1713200107-975,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,"""Desain Elegan: Rumah Inden Lokasi Strategis""",https://www.99.co/id/properti/1004174560,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200115-976,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,Hunian Murah One Gate System Di Serpong,https://www.99.co/id/properti/1004174590,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200125-977,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,"""Desain Elegan: Rumah Inden Lokasi Strategis""",https://www.99.co/id/properti/1004174647,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200136-978,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,"""Rumah 2 Lantai, Murah, BSD""",https://www.99.co/id/properti/1004174809,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200146-979,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,Hunian Minimalis Bebas Banjir,https://www.99.co/id/properti/1004174784,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200156-980,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,Rumah Termurah Dengan Lingkungan Aman Dan Nyaman,https://www.99.co/id/properti/1004174903,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200165-981,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,Rumah Minimalis Deket Stasiun,https://www.99.co/id/properti/1004175019,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200174-982,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,"""Rumah 2 Lantai, Murah, BSD""",https://www.99.co/id/properti/1004174861,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200177-983,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,"""Type 60/55: Rumah Inden, Tangerang Selatan""",https://www.99.co/id/properti/1004175697,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200181-984,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,"""Type 60/55: Rumah Inden, Tangerang Selatan""",https://www.99.co/id/properti/1004175785,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200184-985,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,"""Cluster Uniqo Serpong: Minimalis, Harga Terjangkau""",https://www.99.co/id/properti/1004175915,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200189-986,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,"""Cluster Uniqo Serpong: Minimalis, Harga Terjangkau""",https://www.99.co/id/properti/1004175954,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200193-987,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,Naraya Serpong,https://www.99.co/id/properti/rumah-dijual-1mily-serpong-1004176124,1030000000,"Serpong, Tangerang Selatan",4,2,2,60,71,,1,2200.0,2,2.0,0.0,2,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1713200197-988,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,"""Rumah Inden Modern: Lokasi Strategis""",https://www.99.co/id/properti/1004176063,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200207-989,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004176303,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200217-990,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=474,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004175681,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200233-1011,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,Jl. Masjid At-taqwa Buaran Serpong Tangerang Selatan,https://www.99.co/id/properti/1004176430,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200243-1012,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004176608,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200251-1013,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,"""Rumah Inden Modern: Lokasi Strategis""",https://www.99.co/id/properti/1004176145,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200262-1014,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,Mazenta Bintaro,https://www.99.co/id/properti/rumah-dijual-2mily-ciputat-1004176918,2530000000,"Ciputat, Tangerang Selatan",0,3,3,91,122,,1,2200.0,2,2.0,0.0,2,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1713200271-1015,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004176963,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200280-1016,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,FREE PPN CITRA GARDEN BINTARO TANGERANG,https://www.99.co/id/properti/1004177031,980000000,"Ciputat, Tangerang Selatan",0,2,2,60,57,,0,2200.0,2,1.0,1.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200291-1017,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,GRATIS PPN CITRA GARDEN BINTARO TANGERANG,https://www.99.co/id/properti/1004177128,980000000,"Pondok Aren, Tangerang Selatan",3,2,2,60,57,,0,2200.0,2,1.0,1.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200301-1018,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,1 UNIT LAGI FREE PPN CITRA GARDEN BINTARO,https://www.99.co/id/properti/1004177216,985000000,"Pondok Aren, Tangerang Selatan",3,2,2,60,57,,0,2200.0,2,1.0,1.0,2,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713200309-1019,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,"""Beli Rumah Inden Minimalis di BSD""",https://www.99.co/id/properti/1004177240,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200319-1020,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,"""Beli Rumah Inden Minimalis di BSD""",https://www.99.co/id/properti/1004177330,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200329-1021,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,"Dijual Rumah Bagus + Furnish di Pamulang Permai, Pamulang",https://www.99.co/id/properti/1004177511,1800000000,"Pamulang, Tangerang Selatan",2,4,2,200,242,,0,2200.0,2,0.0,1.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713200333-1022,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,"""Hunian 2 Lantai, Type 60/55, Mulai 700 Juta""",https://www.99.co/id/properti/1004177481,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200337-1023,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,"""Hunian 2 Lantai, Type 60/55, Mulai 700 Juta""",https://www.99.co/id/properti/1004177641,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200347-1024,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,"""Desain Elegan: Cluster Uniqo Serpong""",https://www.99.co/id/properti/1004177704,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200358-1025,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,"Dijual Rumah Super Murah di Villa Melati Mas, Serpong Utara",https://www.99.co/id/properti/1004177728,1900000000,"Serpong Utara, Tangerang Selatan",5,3,2,140,180,,0,2200.0,2,1.0,0.0,2,Timur Laut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713200366-1026,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,rumah dijual di pamulang paling murah,https://www.99.co/id/properti/1004177917,799000000,"Magani Residence, Pamulang, Tangerang Selatan",2,3,2,60,70,Magani Residence,0,2200.0,2,2.0,0.0,2,,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200370-1027,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,"Dijual Rumah Bagus + Furnish di Pamulang Permai, Tangerang Selatan",https://www.99.co/id/properti/1004178161,1800000000,"Pamulang, Tangerang Selatan",2,4,2,200,242,,0,2200.0,1,0.0,1.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713200379-1028,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,"Rumah Letak Strategis dekat Kampus,Rumah Sakit,Toll dan Stasiun",https://www.99.co/id/properti/rumah-dijual-3mily-ciputat-1004178105,3500000000,"Ciputat, Tangerang Selatan",0,6,4,345,250,,0,2199.0,2,2.0,1.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200390-1029,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,FOR SALE !! RUMAH HUNIAN ASRI HIJAU DI PAMULANG,https://www.99.co/id/properti/rumah-dijual-950jt-pamulang-1004175501,950000000,"Pamulang, Tangerang Selatan",2,2,1,120,90,,0,2200.0,1,1.0,0.0,2,,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713200399-1030,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=473,"Dijual Rumah Super Murah di Villa Melati Mas, Serpong Utara",https://www.99.co/id/properti/1004178329,1900000000,"Serpong Utara, Tangerang Selatan",5,3,2,140,180,,0,2200.0,2,1.0,0.0,2,Timur Laut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713283193-21,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,"""Rumah 2 Lantai, Murah, BSD""",https://www.99.co/id/properti/1004174809,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713283199-22,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,Hunian Minimalis Bebas Banjir,https://www.99.co/id/properti/1004174784,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713283205-23,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,Rumah Termurah Dengan Lingkungan Aman Dan Nyaman,https://www.99.co/id/properti/1004174903,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713283212-24,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,Rumah Minimalis Deket Stasiun,https://www.99.co/id/properti/1004175019,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713283224-25,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,"""Rumah 2 Lantai, Murah, BSD""",https://www.99.co/id/properti/1004174861,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713283246-26,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,"""Type 60/55: Rumah Inden, Tangerang Selatan""",https://www.99.co/id/properti/1004175697,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713283260-27,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,"""Type 60/55: Rumah Inden, Tangerang Selatan""",https://www.99.co/id/properti/1004175785,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713283270-28,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,"""Cluster Uniqo Serpong: Minimalis, Harga Terjangkau""",https://www.99.co/id/properti/1004175915,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713283282-29,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,"""Cluster Uniqo Serpong: Minimalis, Harga Terjangkau""",https://www.99.co/id/properti/1004175954,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713283289-30,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,Naraya Serpong,https://www.99.co/id/properti/rumah-dijual-1mily-serpong-1004176124,1030000000,"Serpong, Tangerang Selatan",4,2,2,60,71,,1,2200.0,2,2.0,0.0,2,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1713283300-31,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,"""Rumah Inden Modern: Lokasi Strategis""",https://www.99.co/id/properti/1004176063,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713283305-32,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004176303,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713283316-33,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004175681,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713283322-34,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,Jl. Masjid At-taqwa Buaran Serpong Tangerang Selatan,https://www.99.co/id/properti/1004176430,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713283336-35,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004176608,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713283349-36,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,"""Rumah Inden Modern: Lokasi Strategis""",https://www.99.co/id/properti/1004176145,700000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713283354-37,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,Mazenta Bintaro,https://www.99.co/id/properti/rumah-dijual-2mily-ciputat-1004176918,2530000000,"Ciputat, Tangerang Selatan",0,3,3,91,122,,1,2200.0,2,2.0,0.0,2,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1713283362-38,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,Rumah Murah Serpong 2 Lantai Tangerang Selatan,https://www.99.co/id/properti/1004176963,500000000,"Serpong, Tangerang Selatan",4,3,2,54,50,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713283366-39,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,FREE PPN CITRA GARDEN BINTARO TANGERANG,https://www.99.co/id/properti/1004177031,980000000,"Ciputat, Tangerang Selatan",0,2,2,60,57,,0,2200.0,2,1.0,1.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713283374-40,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=472,GRATIS PPN CITRA GARDEN BINTARO TANGERANG,https://www.99.co/id/properti/1004177128,980000000,"Pondok Aren, Tangerang Selatan",3,2,2,60,57,,0,2200.0,2,1.0,1.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713283390-61,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=471,"Dijual Rumah Super Murah di Villa Melati Mas, Serpong Utara",https://www.99.co/id/properti/1004140522,1900000000,"Serpong Utara, Tangerang Selatan",5,3,2,140,180,,0,2200.0,2,1.0,0.0,2,Timur Laut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713283396-62,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=471,rumah hook bebas custom 2 lantai,https://www.99.co/id/properti/1004140824,600000000,"Cassa Village BSD, Serpong, Tangerang Selatan",4,3,2,45,65,Cassa Village BSD,0,1300000.0,2,1.0,0.0,2,,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
1713283409-63,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=471,MILIKI HUNIAN IDAMAN KELURGA DI SERPONG 2 LANTAI BEBAS BANJIR,https://www.99.co/id/properti/1004140958,699000000,"Serpong, Tangerang Selatan",4,3,2,62,45,,0,1300.0,2,1.0,1.0,2,,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
1713283417-64,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=471,RUMAH MINIMALIS 2 LANTAI DI SERPONG,https://www.99.co/id/properti/1004141416,699000000,"Serpong, Tangerang Selatan",4,3,2,62,45,,0,1299.0,2,1.0,1.0,2,,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
1713283427-65,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=471,"Dijual Rumah Bagus + Furnish di Pamulang Permai, Tangerang Selatan",https://www.99.co/id/properti/1004141587,1800000000,"Pamulang, Tangerang Selatan",2,4,2,200,242,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713283432-66,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=471,"Dijual Rumah Super Murah di Villa Melati Mas, Serpong Utara",https://www.99.co/id/properti/1004142363,1900000000,"Serpong Utara, Tangerang Selatan",5,3,2,140,180,,0,2200.0,2,1.0,0.0,2,Timur Laut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713283443-67,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=471,MILIKI RUMAH MODERN MINIMALIS DI SERPONG 2 LT BEBAS BANJIR,https://www.99.co/id/properti/1004142456,699000000,"Serpong, Tangerang Selatan",4,3,2,62,45,,0,1299.0,2,1.0,1.0,2,,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
1713283447-68,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=471,rumah 2 lantai lokasi strategis,https://www.99.co/id/properti/1004142496,600000000,"Cassa Village BSD, Serpong, Tangerang Selatan",4,3,2,66,45,Cassa Village BSD,0,1300000.0,2,1.0,1.0,2,,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0
1713283456-69,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=471,rumah komersil 1 lantai dekat stasiun cisauk angsuran subsidi,https://www.99.co/id/properti/rumah-dijual-393jt-serpong-1004142778,393000000,"Serpong, Tangerang Selatan",4,2,1,35,60,,0,1300.0,1,2.0,2.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
