web-scraper-order,web-scraper-start-url,link,link-href,Harga,Lokasi,Kecamatan,KamarTidur,KamarMandi,Luas Tanah(m²),Luas Bangunan(m²),Nama Perumahan,Sertifikat_,Daya Listrik (Watt),Jumlah Lantai,Carport,Garasi,Interior,Orientasi Bangunan,AC,Kolam Renang,TV Kabel,Internet,Keamanan 24 jam,Dekat Jalan Raya,Masuk Mobil,Dekat Kawasan Bisnis,Dekat Stasiun,Dekat Rumah Sakit,Bebas Banjir,Taman,Jogging Track,Pusat Kebugaran,Akses Jalan Tol,Pusat Bisnis,Dekat Pusat Perbelanjaan,Dekat Sekolah,Dekat Tempat Ibadah,Kids Playground
1713196582-145,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=97,NEW MENTENG RUMAH MEWAH 2 LANTAI BEBAS BANJIR,https://www.99.co/id/properti/rumah-dijual-5-02mily-serpong-231968081,5020000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,4400.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196591-146,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=97,NEW MENTENG RUMAH MEWAH 4 KAMAR CLUB HOUSE MEWAH,https://www.99.co/id/properti/rumah-dijual-5-01mily-serpong-979200130,5010000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,4400.0,2,1.0,1.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196601-147,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=97,NEW MENTENG RUMAH MEWAH KAWASAN ILLAGO PARAMOUNT LAND,https://www.99.co/id/properti/rumah-dijual-4-92mily-serpong-289222678,4920000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,4400.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196604-148,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=97,NEW MENTENG VILLAGE DEKAT BSD CITY SUMMARECON ALAM SUTERA,https://www.99.co/id/properti/rumah-dijual-5-02mily-serpong-198927321,5020000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,4400.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196612-149,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=97,NEW MENTENG RUMAH MEWAH AMERICAN CLASSIC SIAP BANGUN,https://www.99.co/id/properti/rumah-dijual-5-06mily-serpong-tk-198268558,5060000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,4400.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196620-150,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=97,NEW MENTENG RUMAH SIAP BANGUN DETACHED 12mx15m,https://www.99.co/id/properti/rumah-dijual-4-92mily-serpong-312387260,4920000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,4400.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196629-151,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=97,NEW MENTENG DEKAT BELLANO MENAGGIO PARAMOUNT LAND,https://www.99.co/id/properti/rumah-dijual-4-93mily-serpong-610652776,4930000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,4400.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196638-152,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=97,NEW MENTENG PERUMAHAN ELIT DI GADING SERPONG,https://www.99.co/id/properti/rumah-dijual-4-93mily-serpong-352521620,4930000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,4400.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196648-153,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=97,NEW MENTENG RUMAH MEWAH 2 LANTAI SIAP HUNI,https://www.99.co/id/properti/rumah-dijual-5-02mily-serpong-230195375,5020000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,4400.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196657-154,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=97,HARGA CHAS NEW MENTENG RESIDENCE PARAMOUNT LAND,https://www.99.co/id/properti/rumah-dijual-5-03mily-serpong-341863630,5030000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,4400.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196662-155,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=97,HIDUP BAHAGIA DI NEW MENTENG PARAMOUNT,https://www.99.co/id/properti/rumah-dijual-4-93mily-serpong-998149165,4930000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,4400.0,2,1.0,1.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196673-156,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=97,GRAND PASADENA RESIDENCE PARAMOUNT LAND,https://www.99.co/id/properti/rumah-dijual-7-18mily-serpong-112888216,7180000000,"Serpong, Tangerang Selatan",4,4,3,216,238,,1,7700.0,2,2.0,1.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196683-157,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=97,HARGA GRAND PASADENA RESIDENCE PARAMOUNT LAND,https://www.99.co/id/properti/rumah-dijual-9-24mily-serpong-tk-961893853,9240000000,"Serpong, Tangerang Selatan",4,4,3,356,230,,1,7700.0,2,3.0,3.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196693-158,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=97,PRICE LIST GRAND PASADENA RESIDENCE PARAMOUNT LAND,https://www.99.co/id/properti/rumah-dijual-7-25mily-serpong-745688368,7250000000,"Serpong, Tangerang Selatan",4,4,3,216,283,,1,7700.0,2,3.0,3.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196702-159,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=97,GRAND PASADENA RESIDENCE RUMAH MEWAH 2 LANTAI PARAMOUNT LAND,https://www.99.co/id/properti/rumah-dijual-9-34mily-serpong-167952007,9340000000,"Serpong, Tangerang Selatan",4,4,4,356,230,,1,7700.0,2,3.0,3.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196710-160,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=97,PROMO GRAND PASADENA RESIDENCE PARAMOUNT LAND,https://www.99.co/id/properti/rumah-dijual-7-35mily-serpong-205048127,7350000000,"Serpong, Tangerang Selatan",4,4,3,216,283,,1,7700.0,2,3.0,3.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196727-181,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,HOT PALING LARIS GRAND PASADENA RESIDENCE PARAMOUNT LAND,https://www.99.co/id/properti/rumah-dijual-7-25mily-serpong-245817614,7250000000,"Serpong, Tangerang Selatan",4,4,3,216,283,,1,7700.0,2,3.0,3.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196735-182,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,GRAND PASADENA RESIDENCE DI GADING SERPONG,https://www.99.co/id/properti/rumah-dijual-9-18mily-serpong-162729641,9180000000,"Serpong, Tangerang Selatan",4,4,3,356,230,,1,7700.0,2,3.0,3.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196739-183,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,GRAND PASADENA RESIDENCE RUMAH SULTAN 2 LANTAI,https://www.99.co/id/properti/rumah-dijual-7-32mily-serpong-812333929,7320000000,"Serpong, Tangerang Selatan",4,4,4,356,230,,1,7700.0,2,3.0,3.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196744-184,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,GRAND PASADENA RESIDENCE RUMAH MEWAH 2 LANTAI,https://www.99.co/id/properti/rumah-dijual-7-25mily-serpong-338698990,7250000000,"Serpong, Tangerang Selatan",4,3,3,180,229,,1,7700.0,2,3.0,3.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196748-185,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,RUMAH PALING LARIS GRAND PASADENA RESIDENCE,https://www.99.co/id/properti/rumah-dijual-7-54mily-serpong-576456435,7540000000,"Serpong, Tangerang Selatan",4,4,3,216,238,,1,7700.0,2,3.0,3.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196756-186,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,NEW MENTENG KAWASAN GADING SERPONG,https://www.99.co/id/properti/rumah-dijual-5-02mily-serpong-sd-389903469,5020000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,4400.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196766-187,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,RUMAH SULTAN NEW MENTENG DIKAWASAN GADING SERPONG,https://www.99.co/id/properti/rumah-dijual-4-95mily-serpong-kpr-978551488,4950000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,4400.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196777-188,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,NEW MENTENG HUNIAN PREMIUM DIGADING SERPONG,https://www.99.co/id/properti/rumah-dijual-5-04mily-serpong-274943322,5040000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,4400.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196787-189,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,HOT PALING MURAH NEW MENTENG PARAMOUNT LAND,https://www.99.co/id/properti/rumah-dijual-5-05mily-serpong-sd-284315679,5050000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,4400.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196798-190,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,NEW MENTENG DEKAT SUMMARECON SERPONG,https://www.99.co/id/properti/rumah-dijual-4-92mily-serpong-291779372,4920000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,2200.0,2,1.0,1.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196804-191,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,MATERA RESIDENCE GADING SERPONG,https://www.99.co/id/properti/rumah-dijual-7-14mily-serpong-494603724,7140000000,"Matera Residences, Serpong, Tangerang Selatan",4,5,4,214,209,Matera Residences,0,7700.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196808-192,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,PROMO MATERA RESIDENCE GADING SERPONG,https://www.99.co/id/properti/rumah-dijual-6-97mily-serpong-582412384,6970000000,"Matera Residences, Serpong, Tangerang Selatan",4,5,4,214,209,Matera Residences,0,7700.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196812-193,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,PERUMAHAN MATERA RESIDENCE GADING SERPONG,https://www.99.co/id/properti/rumah-dijual-7-46mily-serpong-kpr-794282994,7460000000,"Matera Residences, Serpong, Tangerang Selatan",4,5,4,214,209,Matera Residences,0,7700.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196819-194,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,MATERA RESIDENCE RUMAH MEWAH DI GADING SERPONG,https://www.99.co/id/properti/rumah-dijual-7-14mily-serpong-528175994,7140000000,"Matera Residences, Serpong, Tangerang Selatan",4,5,4,214,209,Matera Residences,0,5500.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196829-195,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,MATERA RESIDENCE RUMAH 2 LANTAI 5 KAMAR TIDUR,https://www.99.co/id/properti/rumah-dijual-6-99mily-serpong-529147831,6990000000,"Matera Residences, Serpong, Tangerang Selatan",4,5,4,214,209,Matera Residences,0,5500.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196840-196,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,MATERA RESIDENCE RUMAH MEWAH DEKAT BSD CITY,https://www.99.co/id/properti/rumah-dijual-7-46mily-serpong-620381884,7460000000,"Matera Residences, Serpong, Tangerang Selatan",4,5,4,214,209,Matera Residences,0,5500.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196850-197,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,"Call/WA 0878-3646-xxxx, Rumah Dijual di Pamulang Tangsel",https://www.99.co/id/properti/rumah-dijual-980jt-pamulang-mewah-113652834,980000000,"Taman Rusa Residence 3, Pamulang, Tangerang Selatan",2,3,2,78,83,Taman Rusa Residence 3,0,1300.0,1,1.0,0.0,2,,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
1713196859-198,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,"Call/Wa 0878-3646-xxxx, Rumah Dijual Cluster Pamulang",https://www.99.co/id/properti/rumah-dijual-980jt-pamulang-bebas-336508895,980000000,"Taman Rusa Residence 3, Pamulang, Tangerang Selatan",2,2,2,78,83,Taman Rusa Residence 3,0,1300.0,1,1.0,0.0,2,,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
1713196863-199,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,MATERA RESIDENCE RUMAH SULTAN DI GADING SERPONG SIAP HUNI,https://www.99.co/id/properti/rumah-dijual-7-46mily-serpong-275617473,7360000000,"Matera Residences, Serpong, Tangerang Selatan",4,5,4,214,209,Matera Residences,0,5500.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196867-200,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=96,MATERA RESIDENCE RUMAH MEWAH DEKAT SUMARECON GADING SERPONG,https://www.99.co/id/properti/rumah-dijual-7-15mily-serpong-sd-898736099,7150000000,"Matera Residences, Serpong, Tangerang Selatan",4,5,4,214,209,Matera Residences,0,5500.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713331532-21,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,RUMAH DI VILLA BINTARO INDAH,https://www.99.co/id/properti/rumah-dijual-1-2mily-ciputat-pasar-455294319,1200000000,"Ciputat, Tangerang Selatan",0,3,2,60,84,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
1713331543-22,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Rumah cluster eksklusif Dalam 1 kawasan di Kedaung Pamulang,https://www.99.co/id/properti/rumah-dijual-1-38mily-pamulang-258429865,1380000000,"Pamulang, Tangerang Selatan",2,3,2,78,73,,0,2200.0,2,2.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331547-23,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Dijual rumah baru siap huni di Eminent BSD Tangsel,https://www.99.co/id/properti/rumah-dijual-2-95mily-serpong-299423557,2950000000,"Tangerang Selatan, Banten",4,3,3,120,144,,3,2200.0,2,1.0,0.0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331551-24,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Dijual rumah siap huni di GriyaLoka BSD,https://www.99.co/id/properti/rumah-dijual-1-25mily-serpong-smp-581824119,1250000000,"Serpong, Tangerang Selatan",4,2,2,90,75,,0,2200.0,1,1.0,0.0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331555-25,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Dijual rumah baru renov di Nusaloka BSD,https://www.99.co/id/properti/rumah-dijual-2-05mily-serpong-829765611,2050000000,"Nusa Loka, Serpong, Tangerang Selatan",4,3,2,98,130,Nusa Loka,0,2200.0,2,1.0,0.0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331559-26,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Dijual rumah siap huni di Anggrek Loka BSD,https://www.99.co/id/properti/rumah-dijual-2-95mily-serpong-252784036,2950000000,"Serpong, Tangerang Selatan",4,5,5,250,250,,0,2200.0,2,2.0,0.0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331569-27,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Dijual rumah siap huni di Mexicano BSD,https://www.99.co/id/properti/rumah-dijual-3-5mily-serpong-masuk-922645234,3500000000,"De Latinos, Serpong, Tangerang Selatan",4,3,3,180,250,De Latinos,0,4400.0,2,1.0,0.0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331579-28,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Dijual rumah bagus full renov di Delatinos Carribean BSD,https://www.99.co/id/properti/rumah-dijual-3-2mily-serpong-full-106561221,3200000000,"Serpong, Tangerang Selatan",4,3,3,136,170,,0,7200.0,2,1.0,0.0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331583-29,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Dijual rumah siap huni di Malibu village,https://www.99.co/id/properti/rumah-dijual-1-35mily-serpong-655660614,1350000000,"Serpong, Tangerang Selatan",4,2,1,56,68,,0,1300.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331586-30,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Dijual rumah baru renov di Cendana Residence Pamulang Tangsel,https://www.99.co/id/properti/rumah-dijual-960jt-pamulang-564248850,960000000,"Cendana Residence, Pamulang, Tangerang Selatan",2,3,2,90,70,Cendana Residence,0,1300.0,1,1.0,0.0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331590-31,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Dijual rumah siap huni di kencana loka BSD,https://www.99.co/id/properti/rumah-dijual-1-2mily-bsd-city-nego-499121440,1200000000,"kencana loka, Tangerang Selatan",4,4,2,84,100,Kencana Loka BSD,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331595-32,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Dijual rumah baru di Savia Nusa Loka BSD,https://www.99.co/id/properti/rumah-dijual-1-59mily-serpong-sd-495294164,1590000000,"Nusa Loka, Serpong, Tangerang Selatan",4,3,2,72,78,Nusa Loka,3,2200.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331605-33,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Dijual rumah siap huni di Malibu Gading Serpong,https://www.99.co/id/properti/rumah-dijual-880jt-serpong-sekolah-672489373,880000000,"Serpong, Tangerang Selatan",4,2,2,48,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331611-34,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Dijual rumah siap huni di Milano Gading serpong,https://www.99.co/id/properti/rumah-dijual-1-55mily-kelapa-dua-224355754,1550000000,"Serpong, Tangerang Selatan",4,3,2,90,85,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331614-35,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Dijual rumah siap huni di mallibu gading Serpong,https://www.99.co/id/properti/rumah-dijual-1-15mily-serpong-tk-828930811,1150000000,"Serpong, Tangerang Selatan",4,3,2,48,66,,0,2200.0,2,1.0,1.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331617-36,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Dijual rumah baru di Savia BSD,https://www.99.co/id/properti/rumah-dijual-1-69mily-serpong-tk-387007710,1690000000,"Serpong, Tangerang Selatan",4,3,2,84,87,,0,4400.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331621-37,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,"Dijual rmh siap huni, di Delatinos BSD",https://www.99.co/id/properti/rumah-dijual-2-95mily-serpong-siap-219268809,2950000000,"Serpong, Tangerang Selatan",4,4,3,144,260,,0,3300.0,2,1.0,0.0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331625-38,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Rumah Di Puri Bintaro Dijual,https://www.99.co/id/properti/rumah-dijual-13mily-tangerang-388226341,13000000000,"Ciputat, Tangerang Selatan",0,4,4,1100,600,,0,2200.0,1,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331635-39,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,Rumah Regency Villa Melati Mas (Ukuran 90/150m),https://www.99.co/id/properti/rumah-dijual-1-95mily-serpong-742424333,1950000000,"Villa Melati Mas, Serpong Utara, Tangerang Selatan",5,3,3,90,150,Villa Melati Mas,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713331643-40,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=95,RUMAH BARU 2LANTAI DI BAKTI JAYA PAMULANG,https://www.99.co/id/properti/rumah-dijual-777jt-pamulang-akses-894517103,777000000,"Bakti Jaya, Pamulang, Tangerang Selatan",2,3,2,72,60,Bakti Jaya,0,1300.0,2,1.0,0.0,2,,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713197057-260,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=94,Rumah Villa Melati Mas,https://www.99.co/id/properti/rumah-dijual-5mily-serpong-halaman-907627143,5000000000,"Serpong, Tangerang Selatan",4,6,4,688,650,,0,3500.0,2,2.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713197060-261,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=94,"Dijual rumah 2 lt Regency Melati Mas lt.240m, hg 3,5 M",https://www.99.co/id/properti/rumah-dijual-3-5mily-serpong-sd-238968141,3600000000,"Serpong, Tangerang Selatan",4,4,3,240,300,,3,4400.0,2,2.0,1.0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713197069-262,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=94,Rumah minimalis 2 lt Melati Mas,https://www.99.co/id/properti/rumah-dijual-2-1mily-serpong-sd-335481730,2100000000,"Serpong, Tangerang Selatan",4,3,3,120,140,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713197073-263,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=94,"Dijual rumah 2 lt Villa Melati Mas lt.438m, hg 3,8 M",https://www.99.co/id/properti/rumah-dijual-3-8mily-serpong-atap-942543769,4000000000,"Serpong, Tangerang Selatan",4,7,3,438,400,,0,4400.0,2,1.0,2.0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713197083-264,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=94,Dijual rumah lt.191m Villa Melati Mas hg 2 M,https://www.99.co/id/properti/rumah-dijual-2mily-serpong-tk-882525129,2000000000,"Serpong, Tangerang Selatan",4,3,2,191,104,,0,2200.0,1,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713197094-265,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=94,"Dijual rumah 1,5 lt Regency Melati Mas lt.159m hg 1,75 M",https://www.99.co/id/properti/rumah-dijual-1-65mily-serpong-siap-467128925,1750000000,"Serpong, Tangerang Selatan",4,3,2,159,177,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713197105-266,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=94,"Dijual rumah 1,5 lt Villa Melati Mas lt.110m, hg 1,7 M",https://www.99.co/id/properti/rumah-dijual-1-7mily-serpong-376136401,1700000000,"Serpong, Tangerang Selatan",4,3,2,110,135,,0,2200.0,2,1.0,0.0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713197116-267,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=94,"Dijual rumah hoek mewah 2,5 lt Villa Melati Mas lt.321m hg 6M",https://www.99.co/id/properti/rumah-dijual-6mily-serpong-pusat-543998908,6000000000,"Serpong, Tangerang Selatan",4,4,3,321,450,,0,5500.0,3,2.0,0.0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713197123-268,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=94,Dijual Rumah Minimalis Murah di Villa Melati Mas Serpong Tange,https://www.99.co/id/properti/rumah-dijual-1mily-serpong-sekolah-767477209,1000000000,"Serpong, Tangerang Selatan",4,2,1,110,77,,0,1300.0,1,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713197132-269,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=94,Dijual rumah hoek lt.496m Villa Melati Mas hg 5 M,https://www.99.co/id/properti/rumah-dijual-5mily-serpong-103417365,5000000000,"Serpong, Tangerang Selatan",4,3,3,496,200,,0,3500.0,2,2.0,2.0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
